task_id,title,description,created_at,due_date,estimated_hours,actual_hours,assigned_user,status,task_type,priority,priority_score,tags,user_workload_hours,days_until_due,is_overdue
TASK-1115,Implement doc update for database/email flow feature,"This task involves updating a bug related to database. Expected steps: analysis, design, implementation, testing.",2025-09-13 04:01:21,2025-09-21 04:01:21,21.9,20.6,user_30,open,feature,high,37.97,frontend,59.8,8,1
TASK-1116,Research doc update for profile/dashboard improvement,"This task involves fixing a bug related to profile. Expected steps: investigation, fix, release.",2025-09-10 15:17:59,2025-09-14 15:17:59,37.2,40.6,user_15,done,research,high,44.56,security,28.1,4,1
TASK-1117,Implement feature for payment/email flow feature,"This task involves updating performance improvement related to payment. Expected steps: investigation, fix, release.",2025-09-15 03:45:29,2025-09-16 03:45:29,29.7,29.4,user_19,in_progress,feature,high,40.82,"db,ci,api",5.2,1,1
TASK-1118,Update feature documentation for payment/dashboard,"This task involves researching documentation related to payment. Expected steps: design, implementation.",2025-08-24 19:17:06,2025-09-06 19:17:06,10.2,6.6,user_11,open,research,high,40.6,"api,docs,frontend",40.1,13,1
TASK-1119,Research optimization for database/dashboard improvement,"This task involves updating an API change related to database. Expected steps: investigation, fix, release.",2025-09-14 07:22:35,2025-10-05 07:22:35,36.7,49.3,user_20,open,feature,high,34.23,"ci,api",25.0,21,1
TASK-1120,Refactor feature in profile/ETL,"This task involves implementing an API change related to profile. Expected steps: analysis, design, implementation, testing.",2025-09-09 08:43:56,2025-09-26 08:43:56,28.4,34.8,user_19,open,research,high,39.19,ci,32.2,17,1
TASK-1121,Implement optimization for notifications/ETL feature,"This task involves fixing a new feature related to notifications. Expected steps: write tests, refactor, deploy.",2025-08-27 07:50:43,2025-09-13 07:50:43,18.4,22.8,user_5,in_progress,maintenance,high,42.0,"perf,research,frontend",23.8,17,1
TASK-1122,Fix bug in API/reporting module,"This task involves fixing performance improvement related to API. Expected steps: investigation, fix, release.",2025-09-14 14:38:40,2025-10-02 14:38:40,39.8,28.9,,open,maintenance,high,33.62,"bugfix,ci",45.9,18,1
TASK-1123,Update optimization documentation for search/email flow,"This task involves researching performance improvement related to search. Expected steps: write tests, refactor, deploy.",2025-08-27 00:08:50,2025-09-18 00:08:50,35.1,49.9,user_28,open,feature,high,44.98,"security,bugfix",43.7,22,1
TASK-1124,Implement doc update for auth/login flow feature,"This task involves researching an API change related to auth. Expected steps: write tests, refactor, deploy.",2025-09-09 13:21:34,2025-10-06 13:21:34,10.0,5.8,user_5,open,bug,high,26.16,"db,frontend,docs",12.4,27,1
TASK-1125,Fix optimization in reports/login flow module,"This task involves refactoring a bug related to reports. Expected steps: design, implementation.",2025-09-15 19:33:25,2025-09-28 19:33:25,18.1,21.3,user_25,done,bug,high,31.82,"docs,api",34.6,13,1
TASK-1126,Update doc update documentation for notifications/endpoint,"This task involves implementing an API change related to notifications. Expected steps: design, implementation.",2025-09-06 00:07:50,2025-09-15 00:07:50,3.4,5.6,,done,feature,high,38.31,"security,perf",2.8,9,1
TASK-1127,Write doc update for search/ETL,"This task involves updating performance improvement related to search. Expected steps: write tests, refactor, deploy.",2025-08-29 01:48:14,2025-09-11 01:48:14,8.2,5.8,user_8,blocked,documentation,high,42.43,perf,54.9,13,1
TASK-1128,Refactor refactor in search/search ranking,"This task involves refactoring a new feature related to search. Expected steps: write tests, refactor, deploy.",2025-08-31 21:13:32,2025-09-07 21:13:32,13.9,11.5,user_15,blocked,bug,high,43.46,frontend,16.1,7,1
TASK-1129,Update bug documentation for reports/reporting,"This task involves fixing a new feature related to reports. Expected steps: design, implementation.",2025-09-07 23:31:52,2025-10-05 23:31:52,36.4,37.5,user_30,open,feature,high,36.09,perf,54.9,28,1
TASK-1130,Update optimization documentation for reports/endpoint,"This task involves implementing an API change related to reports. Expected steps: investigation, fix, release.",2025-09-16 20:44:14,2025-09-29 20:44:14,19.2,16.3,user_10,open,research,high,35.25,"backend,perf",45.7,13,1
TASK-1131,Write doc update for API/email flow,"This task involves researching a bug related to API. Expected steps: design, implementation.",2025-09-15 20:04:08,2025-09-16 20:04:08,11.2,6.0,,in_progress,maintenance,high,37.22,api,13.8,1,1
TASK-1132,Refactor refactor in API/user profile,"This task involves updating documentation related to API. Expected steps: investigation, fix, release.",2025-09-16 11:59:13,2025-10-02 11:59:13,38.7,39.5,user_16,in_progress,documentation,high,34.59,"security,perf,bugfix",55.0,16,1
TASK-1133,Refactor bug in auth/ETL,"This task involves fixing a bug related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-05 23:17:23,2025-10-02 23:17:23,25.6,17.4,user_5,open,research,high,32.9,ci,38.3,27,1
TASK-1134,Refactor bug in profile/user profile,"This task involves fixing an API change related to profile. Expected steps: write tests, refactor, deploy.",2025-08-24 22:54:00,2025-09-10 22:54:00,29.2,33.3,user_10,open,maintenance,high,46.37,backend,55.1,17,1
TASK-1135,Refactor feature in UI/endpoint,"This task involves refactoring an API change related to UI. Expected steps: investigation, fix, release.",2025-09-18 01:19:18,2025-09-27 01:19:18,32.0,23.2,user_13,in_progress,feature,high,39.85,research,41.0,9,1
TASK-1136,Fix optimization in auth/checkout module,"This task involves researching performance improvement related to auth. Expected steps: write tests, refactor, deploy.",2025-08-26 06:46:12,2025-08-27 06:46:12,28.4,41.6,user_28,in_progress,documentation,high,52.51,security,55.1,1,1
TASK-1137,Implement optimization for API/reporting feature,"This task involves writing a bug related to API. Expected steps: analysis, design, implementation, testing.",2025-09-14 03:09:22,2025-09-23 03:09:22,36.1,27.6,user_2,open,documentation,high,37.8,ci,8.7,9,1
TASK-1138,Update doc update documentation for search/checkout,"This task involves implementing an API change related to search. Expected steps: design, implementation.",2025-09-10 14:23:18,2025-10-08 14:23:18,16.2,14.6,,open,feature,high,29.69,"backend,security,api",3.2,28,1
TASK-1139,Research doc update for API/checkout improvement,"This task involves refactoring an API change related to API. Expected steps: write tests, refactor, deploy.",2025-09-22 15:59:24,2025-10-03 15:59:24,2.2,2.7,user_15,in_progress,documentation,high,28.21,"db,bugfix",40.8,11,1
TASK-1140,Update refactor documentation for search/checkout,"This task involves writing a new feature related to search. Expected steps: analysis, design, implementation, testing.",2025-08-27 01:26:05,2025-09-01 01:26:05,15.8,10.0,user_5,in_progress,documentation,high,46.46,frontend,56.6,5,1
TASK-1141,Research bug for notifications/schema improvement,"This task involves implementing a bug related to notifications. Expected steps: design, implementation.",2025-09-06 12:40:21,2025-09-24 12:40:21,22.6,24.1,user_1,open,research,high,34.99,"api,db,frontend",17.5,18,1
TASK-1142,Research feature for payment/ETL improvement,"This task involves refactoring an API change related to payment. Expected steps: design, implementation.",2025-09-14 03:47:41,2025-09-20 03:47:41,6.4,8.9,user_16,open,feature,high,35.45,"research,perf",47.0,6,1
TASK-1143,Write optimization for database/endpoint,"This task involves refactoring an API change related to database. Expected steps: design, implementation.",2025-09-07 08:01:40,2025-09-12 08:01:40,12.9,6.7,,open,research,high,40.48,"perf,api",25.8,5,1
TASK-1144,Update doc update documentation for reports/dashboard,"This task involves writing an API change related to reports. Expected steps: design, implementation.",2025-09-07 23:15:16,2025-09-13 23:15:16,38.6,40.7,,open,maintenance,high,47.56,api,22.6,6,1
TASK-1145,Research refactor for notifications/checkout improvement,"This task involves implementing an API change related to notifications. Expected steps: design, implementation.",2025-09-14 01:12:01,2025-10-02 01:12:01,2.0,2.2,user_23,open,documentation,high,30.56,db,40.4,18,1
TASK-1146,Implement doc update for database/endpoint feature,"This task involves updating a new feature related to database. Expected steps: write tests, refactor, deploy.",2025-09-17 06:30:09,2025-09-20 06:30:09,18.5,22.8,user_19,in_progress,research,high,40.32,"db,security,frontend",47.4,3,1
TASK-1147,Write bug for analytics/reporting,"This task involves fixing a new feature related to analytics. Expected steps: investigation, fix, release.",2025-08-29 14:07:52,2025-09-18 14:07:52,2.7,1.7,,in_progress,maintenance,high,38.37,"db,backend",0.6,20,1
TASK-1148,Write refactor for API/ETL,"This task involves refactoring an API change related to API. Expected steps: design, implementation.",2025-09-06 23:19:40,2025-09-19 23:19:40,19.1,11.5,user_23,in_progress,documentation,high,40.81,"backend,research",25.0,13,1
TASK-1149,Fix doc update in payment/dashboard module,"This task involves writing documentation related to payment. Expected steps: write tests, refactor, deploy.",2025-09-17 03:02:30,2025-10-04 03:02:30,19.8,22.9,user_15,in_progress,maintenance,high,30.55,"frontend,backend",1.4,17,1
TASK-1150,Write feature for payment/dashboard,"This task involves refactoring a new feature related to payment. Expected steps: design, implementation.",2025-09-03 12:40:47,2025-09-17 12:40:47,38.4,41.8,user_13,in_progress,feature,high,44.38,"db,frontend",44.2,14,1
TASK-1151,Implement optimization for profile/reporting feature,"This task involves researching a bug related to profile. Expected steps: design, implementation.",2025-08-30 18:31:56,2025-09-24 18:31:56,28.4,30.5,user_19,open,research,high,36.11,"docs,perf",6.8,25,1
TASK-1152,Update doc update documentation for profile/ETL,"This task involves refactoring performance improvement related to profile. Expected steps: write tests, refactor, deploy.",2025-09-11 05:00:38,2025-09-23 05:00:38,14.7,16.2,user_6,blocked,documentation,high,38.03,"backend,bugfix,api",7.1,12,1
TASK-1153,Write doc update for payment/dashboard,"This task involves updating a new feature related to payment. Expected steps: write tests, refactor, deploy.",2025-09-06 03:29:58,2025-09-11 03:29:58,23.4,18.6,user_16,in_progress,feature,high,43.95,"research,bugfix",11.2,5,1
TASK-1154,Research doc update for reports/login flow improvement,"This task involves fixing performance improvement related to reports. Expected steps: design, implementation.",2025-08-30 10:51:35,2025-09-12 10:51:35,38.6,41.3,user_16,in_progress,maintenance,high,45.8,"perf,bugfix",5.0,13,1
TASK-1155,Fix bug in API/schema module,"This task involves writing a new feature related to API. Expected steps: investigation, fix, release.",2025-08-29 15:28:40,2025-09-13 15:28:40,23.1,25.1,user_16,in_progress,bug,high,42.48,"security,api",32.5,15,1
TASK-1156,Fix feature in profile/ETL module,"This task involves researching a bug related to profile. Expected steps: design, implementation.",2025-09-02 12:43:04,2025-09-04 12:43:04,18.5,14.5,user_27,open,bug,high,47.58,docs,48.6,2,1
TASK-1157,Refactor optimization in notifications/reporting,"This task involves implementing an API change related to notifications. Expected steps: design, implementation.",2025-09-17 03:27:32,2025-10-14 03:27:32,9.1,14.2,user_12,in_progress,research,high,24.51,"research,ci",34.4,27,1
TASK-1158,Refactor optimization in payment/dashboard,"This task involves fixing documentation related to payment. Expected steps: design, implementation.",2025-09-14 15:23:40,2025-09-19 15:23:40,10.7,12.2,user_27,open,maintenance,high,36.59,"research,db,security",27.1,5,1
TASK-1159,Update refactor documentation for payment/search ranking,"This task involves updating documentation related to payment. Expected steps: investigation, fix, release.",2025-09-07 05:44:53,2025-09-23 05:44:53,13.8,8.9,user_25,blocked,bug,high,36.91,"api,backend",47.7,16,1
TASK-1160,Research feature for API/search ranking improvement,"This task involves researching documentation related to API. Expected steps: investigation, fix, release.",2025-09-18 10:46:29,2025-09-29 10:46:29,22.3,26.7,user_28,in_progress,documentation,high,36.43,frontend,6.0,11,1
TASK-1161,Research feature for auth/checkout improvement,"This task involves researching performance improvement related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-23 08:29:27,2025-10-07 08:29:27,8.9,6.3,user_5,done,documentation,high,26.07,"backend,api",15.0,14,1
TASK-1162,Write optimization for UI/login flow,"This task involves updating documentation related to UI. Expected steps: design, implementation.",2025-09-06 11:24:49,2025-09-09 11:24:49,28.4,35.1,user_16,open,research,high,44.31,"perf,frontend,security",41.7,3,1
